"gene_id","aqp_family_subfamily","subfamilia_phylo","fuente_seq","needs_reannotation","GreenFruit_1","GreenFruit_2","GreenFruit_3","RedFruit_1","RedFruit_2","RedFruit_3","Crown_1","Crown_2","Crown_3","LeafCtrl_1","LeafCtrl_2","LeafCtrl_3","RootsCtrl_1","RootsCtrl_3","AuxBud_1"
"Fxa5Ag00335","FaPIP1","PIP","GFF3",FALSE,3.32408399859485,1.45435376465825,3.44364019040993,0,0,0,1.49010326820391,1.54524179172281,1.42173058744745,154.260470224498,162.035906084485,142.80072519604,4.56746293352276,7.44929279981466,33.5326365703276
"Fxa5Ag01079","FaNIP5","NIP","GFF3",FALSE,35.8171978971565,23.3330984033848,28.6799878328402,28.8571884689222,20.8660399495654,20.4101450753262,63.0487239721864,43.839931779461,44.551642485272,3.37395904679016,1.99265550480979,1.73209686702247,115.921008218471,67.6149522699299,16.7762540308757
"Fxa5Ag02048","FaTIP3","TIP","GFF3",FALSE,94.5338425987673,75.3501220439294,219.339935664222,29.3879828961336,57.4780680845648,1.90681485421942,0.807584291484385,0.272613105114875,0.515979019969575,1.66698461547134,2.67476368650656,2.32068731839019,1.2248105082332,1.16013170704708,0.799025427873145
"Fxa5Ag02099","FaTIP2","TIP","GFF3",FALSE,0.135837742201993,0.129669274414566,0.066222763198957,0.131412960463478,0.0668360859580898,0.0736131592256535,0.0584569382538906,0.189437592039659,0.46478891171225,0.175512111663167,0.619560325041855,0.581129706869075,293.85871649424,173.494541618976,0.0711844990136101
"Fxa5Ag03930","FaNIP1","NIP","GFF3_FALLBACK",TRUE,0,0,0,0,0,0,0,0,0,0.130190548378327,0,0.161650372371635,0.33228221962065,0,0
"Fxa5Bg00282","FaPIP1","PIP","EXONERATE",FALSE,4.4873802216608,3.04198091480164,7.41901893963316,0.125832121597642,1.08796080628092,0.422921756128154,0.111948783995832,0.181392566095667,0.190735834304993,49.2411323855633,34.7050588324227,38.2559595192007,2.35912388377305,3.2163907903709,29.1730960460745
"Fxa5Bg01013","FaNIP5","NIP","GFF3",FALSE,17.8765643415934,15.8576247398875,21.2412326959091,0.834127944868219,0.905032552067052,0.249200354885711,127.888007462208,89.7816123179459,97.3282276535119,3.02029163826406,2.20224735933787,1.59841536760111,98.0637310924649,59.2016360378354,23.0134645571692
"Fxa5Bg01989","FaTIP3","TIP","EXONERATE",FALSE,147.183741676589,141.078235200743,332.096449782053,46.6818390213579,102.717254841287,4.59532893225815,0.173771246799501,0.563129160416399,0,1.04346752953972,3.86762844699636,1.51155161628104,1.33160859653947,0.998521319995743,1.90445096241636
"Fxa5Bg02045","FaTIP2","TIP","GFF3",FALSE,0.199254625938685,0.126804241346486,0.0647595761233663,0.192764101170855,0.261437390245228,0.431920091364923,0.22866134603404,0.12350132159705,0,0.286056974137322,0.30293559264526,0.355181055497414,323.870748113494,167.279694637928,0
"Fxa5Bg03706","FaNIP1","NIP","GFF3_FALLBACK",TRUE,0,0,0,0,0.109559839121972,0,0.0958244735437576,0.103510709870778,0.326527189592086,0.287705039008895,0.101560300195476,0,0,0,0.116687896188291
"Fxa5Cg00258","FaPIP1","PIP","GFF3",FALSE,2.07401322740267,2.57378046596714,5.25777151428857,0.334409045472438,1.36063241430864,0,1.78507771414138,1.22123240410575,0.743447340527808,88.4325399076277,72.7761733426294,68.8386871516882,4.40769250949948,8.12042785575755,27.389054556591
"Fxa5Cg00895","FaNIP5","NIP","EXONERATE",FALSE,18.0362335479313,18.0611784019809,16.8530800604012,4.44771316078461,3.52363776705518,3.40180201225521,70.0462809770523,51.004902288826,53.0702720495843,2.20855927003887,2.21789773221002,1.70208333261898,53.3071352053674,32.3026541730976,10.9343422722322
"Fxa5Cg01763","FaTIP3","TIP","GFF3",FALSE,109.046653404734,102.511593301865,261.96811704084,28.8806414259966,58.7542971732725,3.48275796106556,0.356863556645718,0.192744080449036,0.304008073068494,0.714302165815188,0.18911228312261,1.21950031877299,0.455774079019896,0.640813490801866,0
"Fxa5Cg01808","FaTIP2","TIP","GFF3",FALSE,0.0679188711009967,0.0648346372072828,0.397336579193742,0,0,0,0.116913876507781,0.315729320066098,0.730382575547821,0.936064595536891,0.433692227529298,0.508488493510441,231.294284476412,163.50139038342,0
"Fxa5Cg03343","FaNIP1","NIP","GFF3_FALLBACK",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
