"homeolog_group","tissue","subgenome","family","sub_subfamily","mean_proportion","sd_proportion","mean_tpm"
"HG-19","crown","B","NIP","NIP1;2",0.0508160678841238,0.0278596878124908,0.925015158873808
"HG-19","crown","D","NIP","NIP1;2",0.808859090035462,0.039686208751999,14.6732231510953
"HG-19","green_fruit","A","NIP","NIP1;2",0.0376215239097048,0.0117189006216647,0.555297503929208
"HG-19","green_fruit","B","NIP","NIP1;2",0,0,0
"HG-19","green_fruit","D","NIP","NIP1;2",0.962378476090295,0.0117189006216646,14.0247421863127
"HG-19","leaf","A","NIP","NIP1;2",0.695386258464939,0.11156975166032,0.463287560659948
"HG-19","leaf","B","NIP","NIP1;2",0.104414136224323,0.111763836881078,0.0661530225888394
"HG-19","leaf","D","NIP","NIP1;2",0.200199605310738,0.172625052386828,0.123642752558374
"HG-19","red_fruit","A","NIP","NIP1;2",0.000787533244098553,0.000299350464367166,0.572030594305156
"HG-19","red_fruit","B","NIP","NIP1;2",0.000652384903851392,0.00010792023118257,0.48355070932309
"HG-19","red_fruit","D","NIP","NIP1;2",0.99856008185205,0.000384343247652419,748.9594151505
"HG-19","roots","A","NIP","NIP1;2",0.424116974360543,0.0535994591692786,2.4771148357582
"HG-19","roots","B","NIP","NIP1;2",0.16378143301602,0.0950737943351447,0.937145529725336
"HG-19","roots","D","NIP","NIP1;2",0.412101592623438,0.148673253504423,2.45941788650712
"HG-20","aux_bud","A","PIP","PIP2;5",0.110830604995029,NA,1.35386179661254
"HG-20","aux_bud","B","PIP","PIP2;5",0.147545580440514,NA,1.80235707119341
"HG-20","aux_bud","C","PIP","PIP2;5",0.741623814564456,NA,9.05937624397082
"HG-20","crown","A","PIP","PIP2;5",0.510299578224394,0.0117520277795193,27.3486664020652
"HG-20","crown","B","PIP","PIP2;5",0.206575445974356,0.017141418979307,11.084156817677
"HG-20","crown","C","PIP","PIP2;5",0.283124975801249,0.0210486735811013,15.2027026248929
"HG-20","green_fruit","A","PIP","PIP2;5",0.182354376559496,0.00662484845129434,10.4925443313577
"HG-20","green_fruit","B","PIP","PIP2;5",0.530210865964603,0.0180245162906753,30.5855042422648
"HG-20","green_fruit","C","PIP","PIP2;5",0.287434757475901,0.023106763545893,16.5617156807679
"HG-20","leaf","A","PIP","PIP2;5",0.373729544930184,0.115552010107041,2.24933672234685
"HG-20","leaf","B","PIP","PIP2;5",0.190023391499892,0.126330286055138,1.31580421768295
"HG-20","leaf","C","PIP","PIP2;5",0.436247063569924,0.0611913249546599,2.64078821065532
"HG-20","red_fruit","A","PIP","PIP2;5",0.392051596212079,0.0646260001742159,4.63119125223546
"HG-20","red_fruit","B","PIP","PIP2;5",0.277610691106196,0.0316872047757921,3.51583549673448
"HG-20","red_fruit","C","PIP","PIP2;5",0.330337712681725,0.0384976795085467,4.1897923772931
"HG-20","roots","A","PIP","PIP2;5",0.143154023618885,0.0737258329867779,8.49443899439016
"HG-20","roots","B","PIP","PIP2;5",0.599104541424583,0.0083247297966454,41.1503083425125
"HG-20","roots","C","PIP","PIP2;5",0.257741434956532,0.0820505627834233,19.3008342380308
"HG-21","aux_bud","A","TIP","TIP1;1",0.413739885932146,NA,298.314355545902
"HG-21","aux_bud","B","TIP","TIP1;1",0.223844163344899,NA,161.395914683209
"HG-21","aux_bud","C","TIP","TIP1;1",0.192217052134009,NA,138.592163777253
"HG-21","aux_bud","D","TIP","TIP1;1",0.170198898588946,NA,122.716654771618
"HG-21","crown","A","TIP","TIP1;1",0.501416798707638,0.0258494926165539,409.743876529084
"HG-21","crown","B","TIP","TIP1;1",0.213734832087153,0.0277649433307544,174.976021192865
"HG-21","crown","C","TIP","TIP1;1",0.226009200625681,0.0491099936322288,183.473956811307
"HG-21","crown","D","TIP","TIP1;1",0.0588391685795275,0.0068126237018861,48.0332917379235
"HG-21","green_fruit","A","TIP","TIP1;1",0.383657368336805,0.0145976578227287,384.376642286771
"HG-21","green_fruit","B","TIP","TIP1;1",0.254538012957319,0.0182468267762989,257.638298539529
"HG-21","green_fruit","C","TIP","TIP1;1",0.345301176618104,0.0279844881443576,341.104026341436
"HG-21","green_fruit","D","TIP","TIP1;1",0.0165034420877725,0.00302625832929366,16.6806751265192
"HG-21","leaf","A","TIP","TIP1;1",0.584489989034982,0.0463994237574095,110.055560394301
"HG-21","leaf","B","TIP","TIP1;1",0.109351386455023,0.038487696029778,21.6375658062497
"HG-21","leaf","C","TIP","TIP1;1",0.182111130894632,0.0746827078215604,30.1703232985174
"HG-21","leaf","D","TIP","TIP1;1",0.124047493615362,0.00971705086366917,22.6932802799232
"HG-21","red_fruit","A","TIP","TIP1;1",0.284817787419052,0.0238087320452583,156.914833952021
"HG-21","red_fruit","B","TIP","TIP1;1",0.671365900297494,0.0254831212916569,368.942250128334
"HG-21","red_fruit","C","TIP","TIP1;1",0.0417332320297059,0.00386450284115981,22.9307289023665
"HG-21","red_fruit","D","TIP","TIP1;1",0.0020830802537474,0.00129956360600942,1.15783204709604
"HG-21","roots","A","TIP","TIP1;1",0.427754471899151,0.0751907483677983,111.550376588833
"HG-21","roots","B","TIP","TIP1;1",0.143388705341183,0.0375326628093435,37.3331454202284
"HG-21","roots","C","TIP","TIP1;1",0.360818332700765,0.13285626355496,95.0492076503357
"HG-21","roots","D","TIP","TIP1;1",0.0680384900589017,0.0201328523778176,17.7034214154462
"HG-22","aux_bud","A","NIP","NIP6;1",0.312575888985256,NA,2.18201077562261
"HG-22","aux_bud","B","NIP","NIP6;1",0.118521398450818,NA,0.827366977667764
"HG-22","aux_bud","C","NIP","NIP6;1",0.165929957831145,NA,1.15831376873487
"HG-22","aux_bud","D","NIP","NIP6;1",0.402972754732781,NA,2.8130477240704
"HG-22","crown","A","NIP","NIP6;1",0.327998643503335,0.0603978261824978,1.51430308253782
"HG-22","crown","B","NIP","NIP6;1",0.253262292700968,0.04203735448314,1.18502179729068
"HG-22","crown","C","NIP","NIP6;1",0.139004991283275,0.0356906952697551,0.656176800213397
"HG-22","crown","D","NIP","NIP6;1",0.279734072512423,0.0440774560621127,1.29008910544368
"HG-22","green_fruit","A","NIP","NIP6;1",0.460053731449616,0.0112614871141689,9.03231373247011
"HG-22","green_fruit","B","NIP","NIP6;1",0.207103292509401,0.0366251007909106,4.14401194209609
"HG-22","green_fruit","C","NIP","NIP6;1",0.158043551526352,0.0227605565380447,3.07753724859123
"HG-22","green_fruit","D","NIP","NIP6;1",0.174799424514631,0.0191376264652184,3.42341427756189
"HG-22","leaf","A","NIP","NIP6;1",0.351163530405715,0.0767469947930656,0.944099765495607
"HG-22","leaf","B","NIP","NIP6;1",0.219231055269345,0.068095852572215,0.596178892263675
"HG-22","leaf","C","NIP","NIP6;1",0.105487308865854,0.075405425389613,0.266666682372926
"HG-22","leaf","D","NIP","NIP6;1",0.324118105459086,0.0807494771670899,0.880380063196049
"HG-22","red_fruit","A","NIP","NIP6;1",0.41648599407438,0.0692698786878921,0.574426514570417
"HG-22","red_fruit","B","NIP","NIP6;1",0.182648036967139,0.108561715818731,0.244513442365645
"HG-22","red_fruit","C","NIP","NIP6;1",0.189905107914684,0.0379396282586941,0.264752575594287
"HG-22","red_fruit","D","NIP","NIP6;1",0.210960861043797,0.17763435251842,0.293480873643423
"HG-22","roots","A","NIP","NIP6;1",0.199011345465946,0.0579839132862417,0.830844316613983
"HG-22","roots","B","NIP","NIP6;1",0.157463107820323,0.0690409230612692,0.681462035815524
"HG-22","roots","C","NIP","NIP6;1",0.238945960028564,0.0461932316324674,0.877186927937625
"HG-22","roots","D","NIP","NIP6;1",0.404579586685167,0.0808316047150434,1.482518112635
"HG-23","aux_bud","A","TIP","TIP2;1",0.40298782157628,NA,78.7443844669581
"HG-23","aux_bud","B","TIP","TIP2;1",0.321498855628045,NA,62.821326446635
"HG-23","aux_bud","D","TIP","TIP2;1",0.275513322795675,NA,53.8356889573775
"HG-23","crown","A","TIP","TIP2;1",0.716046460087536,0.0818568461432027,131.936656014253
"HG-23","crown","B","TIP","TIP2;1",0.160221836024946,0.039015478246992,27.6868148241046
"HG-23","crown","D","TIP","TIP2;1",0.123731703887518,0.042993521668265,20.8567881365412
"HG-23","green_fruit","A","TIP","TIP2;1",0.313823221784448,0.0246615413963568,13.6320680378288
"HG-23","green_fruit","B","TIP","TIP2;1",0.35377617898846,0.0169332307956037,15.4799337514224
"HG-23","green_fruit","D","TIP","TIP2;1",0.332400599227092,0.0245020536108055,14.4086704683193
"HG-23","leaf","A","TIP","TIP2;1",0.24789638923783,0.0347723269752265,10.3563816451259
"HG-23","leaf","B","TIP","TIP2;1",0.345509353282657,0.0454142717642404,14.5183090355743
"HG-23","leaf","D","TIP","TIP2;1",0.406594257479514,0.0730047178922939,16.4442873408707
"HG-23","red_fruit","A","TIP","TIP2;1",0.180783839612445,0.0237849745782423,0.828072509809795
"HG-23","red_fruit","B","TIP","TIP2;1",0.16173641221658,0.0894426706729504,0.715616843509498
"HG-23","red_fruit","D","TIP","TIP2;1",0.657479748170974,0.0882301672998854,2.94713079815303
"HG-23","roots","A","TIP","TIP2;1",0.278584249473832,0.0293376189670625,57.3646066150056
"HG-23","roots","B","TIP","TIP2;1",0.3672320835402,0.0139496137486536,76.7645142324208
"HG-23","roots","D","TIP","TIP2;1",0.354183666985968,0.0153880052184089,74.0790523706804
"HG-24","aux_bud","A","SIP","SIP1;3",0.283046033687034,NA,14.8302301812461
"HG-24","aux_bud","B","SIP","SIP1;3",0.266754763125715,NA,13.9766471466346
"HG-24","aux_bud","C","SIP","SIP1;3",0.231785728373634,NA,12.1444404633826
"HG-24","aux_bud","D","SIP","SIP1;3",0.218413474813617,NA,11.4437996674182
"HG-24","crown","A","SIP","SIP1;3",0.236159642600519,0.0129033193947234,8.52165710617847
"HG-24","crown","B","SIP","SIP1;3",0.451013551084233,0.039059016905332,16.5314697172066
"HG-24","crown","C","SIP","SIP1;3",0.0637513646724957,0.0183353310899478,2.28928412782005
"HG-24","crown","D","SIP","SIP1;3",0.249075441642752,0.0176279745048602,8.94796063630627
"HG-24","green_fruit","A","SIP","SIP1;3",0.266701808914386,0.0244363632512119,72.4092309701595
"HG-24","green_fruit","B","SIP","SIP1;3",0.269999473338529,0.01150261538688,73.3505886039953
"HG-24","green_fruit","C","SIP","SIP1;3",0.282190113640052,0.019486523649765,76.6051676477406
"HG-24","green_fruit","D","SIP","SIP1;3",0.181108604107033,0.00845513957429657,49.1767920694208
"HG-24","leaf","A","SIP","SIP1;3",0.117595377800116,0.0153726711759985,4.20501405515389
"HG-24","leaf","B","SIP","SIP1;3",0.464362456320487,0.0323075368017153,16.7300235393317
"HG-24","leaf","C","SIP","SIP1;3",0.211990690056636,0.0522173110166874,7.87243058266871
"HG-24","leaf","D","SIP","SIP1;3",0.206051475822761,0.0103338824443106,7.43565888773244
"HG-24","red_fruit","A","SIP","SIP1;3",0.185696681695164,0.0191264301349822,15.6769250165987
"HG-24","red_fruit","B","SIP","SIP1;3",0.3026717831457,0.00558181846739504,25.5377986553018
"HG-24","red_fruit","C","SIP","SIP1;3",0.305226363311974,0.0260371957926367,25.8185576236545
"HG-24","red_fruit","D","SIP","SIP1;3",0.206405171847162,0.0162677304297061,17.3628687584566
"HG-24","roots","A","SIP","SIP1;3",0.423588922730113,0.0240899804530043,24.9167299552251
"HG-24","roots","B","SIP","SIP1;3",0.212463482171551,0.0172455270487517,12.5644866068557
"HG-24","roots","C","SIP","SIP1;3",0.132677051225315,0.021116599990885,7.77355399159205
"HG-24","roots","D","SIP","SIP1;3",0.231270543873021,0.0279610533951375,13.6976019224158
"HG-25","aux_bud","A","NIP","NIP2;3",0.445170701200354,NA,1.41346211783366
"HG-25","aux_bud","B","NIP","NIP2;3",0,NA,0
"HG-25","aux_bud","C","NIP","NIP2;3",0.341223430996093,NA,1.0834189943986
"HG-25","aux_bud","D","NIP","NIP2;3",0.213605867803554,NA,0.678220290493522
"HG-25","crown","A","NIP","NIP2;3",0.580722445285089,0.449578372171059,0.31055815505031
"HG-25","crown","B","NIP","NIP2;3",0,0,0
"HG-25","crown","C","NIP","NIP2;3",0.419277554714911,0.449578372171059,0.797772478020271
"HG-25","crown","D","NIP","NIP2;3",0,0,0
"HG-25","green_fruit","A","NIP","NIP2;3",0.0827538034923776,0.0347827484382308,0.180904196323947
"HG-25","green_fruit","B","NIP","NIP2;3",0.0112814026659337,0.0195399625980402,0.0270514247766266
"HG-25","green_fruit","C","NIP","NIP2;3",0.905964793841689,0.0470479928463866,1.9138185233193
"HG-25","green_fruit","D","NIP","NIP2;3",0,0,0
"HG-25","leaf","A","NIP","NIP2;3",0.613612854077789,0.116097042651288,0.672107018558435
"HG-25","leaf","B","NIP","NIP2;3",0.0156588148229121,0.0271218628595965,0.0289219915151792
"HG-25","leaf","C","NIP","NIP2;3",0.355069516276387,0.158413341696248,0.324584833088378
"HG-25","leaf","D","NIP","NIP2;3",0.0156588148229121,0.0271218628595965,0.0289219915151792
"HG-25","roots","A","NIP","NIP2;3",0.912276620027346,0.00339412577844367,14.8707722069124
"HG-25","roots","B","NIP","NIP2;3",0.0380864446714143,0.0538623665968866,0.888975056712969
"HG-25","roots","C","NIP","NIP2;3",0.0303071357174443,0.0299200276459726,0.344124388925358
"HG-25","roots","D","NIP","NIP2;3",0.0193297995837957,0.0273364647293577,0.17828513184295
"HG-26","aux_bud","A","TIP","TIP1;8",0.185267332605438,NA,4.16659907650233
"HG-26","aux_bud","B","TIP","TIP1;8",0.41123160803181,NA,9.24845850672984
"HG-26","aux_bud","C","TIP","TIP1;8",0.0378476212211338,NA,0.851180083450705
"HG-26","aux_bud","D","TIP","TIP1;8",0.365653438141618,NA,8.22342102223395
"HG-26","crown","A","TIP","TIP1;8",0.079842473518032,0.0543296906440367,2.90613753397639
"HG-26","crown","B","TIP","TIP1;8",0.449720681414395,0.12119441948542,22.0040216602025
"HG-26","crown","C","TIP","TIP1;8",0.17095351715211,0.0174248290466692,7.88903442830356
"HG-26","crown","D","TIP","TIP1;8",0.299483327915463,0.075417685506785,12.5995528067889
"HG-26","green_fruit","A","TIP","TIP1;8",0.269536200626407,0.0559210982139939,0.23734463138403
"HG-26","green_fruit","B","TIP","TIP1;8",0.348253643624335,0.141280487183978,0.29050589429416
"HG-26","green_fruit","C","TIP","TIP1;8",0.315200683070132,0.0590049273993145,0.315352668686655
"HG-26","green_fruit","D","TIP","TIP1;8",0.0670094726791258,0.0589024851203871,0.0786905317913136
"HG-26","leaf","A","TIP","TIP1;8",0.290959412426004,0.0881778674384266,1.026642406878
"HG-26","leaf","B","TIP","TIP1;8",0.432555040673701,0.0563989124558917,1.56609877671887
"HG-26","leaf","C","TIP","TIP1;8",0.0581244312510858,0.067322437875392,0.221784639256211
"HG-26","leaf","D","TIP","TIP1;8",0.21836111564921,0.0764848041205034,0.785724578403247
"HG-26","red_fruit","A","TIP","TIP1;8",0.454632146959761,0.272146077988339,1.2842974297736
"HG-26","red_fruit","B","TIP","TIP1;8",0.0543635417307093,0.0941604163569795,0.158593490808763
"HG-26","red_fruit","C","TIP","TIP1;8",0.440907248330196,0.282353731249521,0.84293643155061
"HG-26","red_fruit","D","TIP","TIP1;8",0.0500970629793333,0.0437432372483909,0.158365528508308
"HG-26","roots","A","TIP","TIP1;8",0.376969804967881,0.0169358207521141,161.900102281162
"HG-26","roots","B","TIP","TIP1;8",0.113782438813803,0.00610487433146467,49.527561734682
"HG-26","roots","C","TIP","TIP1;8",0.205771610433115,0.00613334731752144,88.5575229749445
"HG-26","roots","D","TIP","TIP1;8",0.303476145785201,0.0169642937381708,132.138148023777
"HG-27","aux_bud","A","PIP","PIP1;4",0.366729954959191,NA,92.0786117632823
"HG-27","aux_bud","B","PIP","PIP1;4",0.259644162542757,NA,65.1914950390063
"HG-27","aux_bud","C","PIP","PIP1;4",0.373625882498052,NA,93.8100422777847
"HG-27","crown","A","PIP","PIP1;4",0.661251649438785,0.0300869586317125,257.637095269489
"HG-27","crown","B","PIP","PIP1;4",0.12964633090445,0.0198805614177824,48.9368686975174
"HG-27","crown","C","PIP","PIP1;4",0.209102019656766,0.0319541887827172,82.1856231293637
"HG-27","green_fruit","A","PIP","PIP1;4",0.472283991849677,0.0269587342786202,98.3419929401147
"HG-27","green_fruit","B","PIP","PIP1;4",0.178089570971094,0.0215763709570823,37.4619057894324
"HG-27","green_fruit","C","PIP","PIP1;4",0.349626437179229,0.0170795764071301,73.0811901999637
"HG-27","leaf","A","PIP","PIP1;4",0.219931525747281,0.00622498489156684,36.4100280982199
"HG-27","leaf","B","PIP","PIP1;4",0.112874088750284,0.0187814314316445,18.8679341369115
"HG-27","leaf","C","PIP","PIP1;4",0.667194385502435,0.0223057733962333,109.50899990941
"HG-27","red_fruit","A","PIP","PIP1;4",0.728096930605697,0.0312301777733263,58.3526624965749
"HG-27","red_fruit","B","PIP","PIP1;4",0.025379941124848,0.00413169455819289,2.08798422724723
"HG-27","red_fruit","C","PIP","PIP1;4",0.246523128269455,0.033281713686834,19.4544614553293
"HG-27","roots","A","PIP","PIP1;4",0.342318079878408,0.0131250376865285,152.251485943788
"HG-27","roots","B","PIP","PIP1;4",0.330197366063215,0.00229951953818019,146.710017232338
"HG-27","roots","C","PIP","PIP1;4",0.327484554058376,0.0154245572247088,145.247356828947
"HG-28","aux_bud","A","PIP","PIP2;1",0.397378182681835,NA,110.713182605563
"HG-28","aux_bud","B","PIP","PIP2;1",0.191074349003735,NA,53.2350547021023
"HG-28","aux_bud","C","PIP","PIP2;1",0.231130596794654,NA,64.3950903292231
"HG-28","aux_bud","D","PIP","PIP2;1",0.180416871519776,NA,50.2657843641258
"HG-28","crown","A","PIP","PIP2;1",0.289620983505179,0.0497714195366896,275.454745316213
"HG-28","crown","B","PIP","PIP2;1",0.336594222929608,0.0343902574669335,331.716416029692
"HG-28","crown","C","PIP","PIP2;1",0.27414618112867,0.021118509287572,268.843672370119
"HG-28","crown","D","PIP","PIP2;1",0.0996386124365427,0.00153984107189968,97.1623593100327
"HG-28","green_fruit","A","PIP","PIP2;1",0.0874160504509773,0.00042098040072347,90.4927877096161
"HG-28","green_fruit","B","PIP","PIP2;1",0.0715087858933795,0.000923101809311905,74.1119049294736
"HG-28","green_fruit","C","PIP","PIP2;1",0.771266429807157,0.00281746267663052,798.73943117279
"HG-28","green_fruit","D","PIP","PIP2;1",0.0698087338484862,0.00335467712420888,72.029310978046
"HG-28","leaf","A","PIP","PIP2;1",0.249779663765846,0.0105769880637639,21.6503019382765
"HG-28","leaf","B","PIP","PIP2;1",0.100115002520188,0.028340453455885,9.18878242627832
"HG-28","leaf","C","PIP","PIP2;1",0.361643496229552,0.023101610881643,30.8042599708421
"HG-28","leaf","D","PIP","PIP2;1",0.288461837484415,0.020571554261952,24.2421064797746
"HG-28","red_fruit","A","PIP","PIP2;1",0.177906040526478,0.00390780265619683,228.851105248412
"HG-28","red_fruit","B","PIP","PIP2;1",0.0360426610246797,0.00226835650133724,46.3809155109453
"HG-28","red_fruit","C","PIP","PIP2;1",0.716724479694176,0.00327951113987318,921.969959933689
"HG-28","red_fruit","D","PIP","PIP2;1",0.0693268187546667,0.00242084068403224,89.2113276106723
"HG-28","roots","A","PIP","PIP2;1",0.33552115090363,0.025477852063247,120.469993588085
"HG-28","roots","B","PIP","PIP2;1",0.260098859287931,0.0688553444880949,98.2434422222371
"HG-28","roots","C","PIP","PIP2;1",0.277440738094556,0.0452621716913687,98.2905777536468
"HG-28","roots","D","PIP","PIP2;1",0.126939251713883,0.00188467926652071,46.2092702746779
"HG-29","green_fruit","A","TIP","TIP1;5",0,0,0
"HG-29","green_fruit","B","TIP","TIP1;5",0,0,0
"HG-29","green_fruit","C","TIP","TIP1;5",0,0,0
"HG-29","green_fruit","D","TIP","TIP1;5",1,0,0.154189056596773
"HG-29","red_fruit","A","TIP","TIP1;5",0,NA,0
"HG-29","red_fruit","B","TIP","TIP1;5",0,NA,0
"HG-29","red_fruit","C","TIP","TIP1;5",0,NA,0
"HG-29","red_fruit","D","TIP","TIP1;5",1,NA,0.310291612451928
"HG-29","roots","A","TIP","TIP1;5",0,NA,0
"HG-29","roots","B","TIP","TIP1;5",0,NA,0
"HG-29","roots","C","TIP","TIP1;5",0,NA,0
"HG-29","roots","D","TIP","TIP1;5",1,NA,0.117447385930797
"HG-30","aux_bud","A","PIP","PIP1;1",0.224631092854314,NA,119.844608149708
"HG-30","aux_bud","B","PIP","PIP1;1",0.0880940244938753,NA,46.9996994256107
"HG-30","aux_bud","C","PIP","PIP1;1",0.604356395643208,NA,322.434683900167
"HG-30","aux_bud","D","PIP","PIP1;1",0.0829184870086022,NA,44.2384598571911
"HG-30","crown","A","PIP","PIP1;1",0.369022539934852,0.0318938591817902,247.014077452257
"HG-30","crown","B","PIP","PIP1;1",0.17188080253469,0.0271758459516234,116.227897789908
"HG-30","crown","C","PIP","PIP1;1",0.2532273121274,0.0263359680514924,170.857559259654
"HG-30","crown","D","PIP","PIP1;1",0.205869345403058,0.0214144962663568,137.71734027097
"HG-30","green_fruit","A","PIP","PIP1;1",0.363190586845994,0.00218630786293248,773.557639332713
"HG-30","green_fruit","B","PIP","PIP1;1",0.04161996053965,0.00266212209128849,88.6989733328011
"HG-30","green_fruit","C","PIP","PIP1;1",0.364691497837307,0.00215508915192322,776.565627698063
"HG-30","green_fruit","D","PIP","PIP1;1",0.230497954777048,0.00248876343225711,491.24836882771
"HG-30","leaf","A","PIP","PIP1;1",0.40903647755221,0.0330967218294816,54.5376850748897
"HG-30","leaf","B","PIP","PIP1;1",0.0813590146118034,0.0105985609300832,10.648570770849
"HG-30","leaf","C","PIP","PIP1;1",0.310991189637421,0.0278819801200455,40.9120601892541
"HG-30","leaf","D","PIP","PIP1;1",0.198613318198565,0.017711561951558,26.2204011118609
"HG-30","red_fruit","A","PIP","PIP1;1",0.128193511187668,0.00881075288758805,701.274187553732
"HG-30","red_fruit","B","PIP","PIP1;1",0.151632951299997,0.00494115914753774,828.87589337075
"HG-30","red_fruit","C","PIP","PIP1;1",0.686912512828087,0.0180278670280052,3747.78476993431
"HG-30","red_fruit","D","PIP","PIP1;1",0.0332610246842476,0.00451384619658592,182.106403089875
"HG-30","roots","A","PIP","PIP1;1",0.316718407147498,0.00776444801407295,510.272581096682
"HG-30","roots","B","PIP","PIP1;1",0.118485836110773,0.027776102417505,199.04388840922
"HG-30","roots","C","PIP","PIP1;1",0.408889334003231,0.0157746055546692,657.244066681137
"HG-30","roots","D","PIP","PIP1;1",0.155906422738497,0.00423704884876278,251.074348627571
"HG-S1","crown","A","NIP","NIP5;3",1,NA,0.0973928551812117
"HG-S1","roots","A","NIP","NIP5;3",1,NA,0.621635745616982
